표준키,키유형,TMS_견적코드,매칭방식,매칭신뢰도,검증상태,근거
3L : 7장,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
3L 사이즈,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=2
3XL,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=4
3XL 사이즈,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=3
3XL),굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
3단암막우산,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
400,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
4249,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
430,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
4562,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
485,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
4L,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=3
4L -,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
4L : 1장,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
4L 사이즈,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
4XL,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=4
4XL -,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
4XL 사이즈,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=3
5+잔여분(버티컬무선충전패드2,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
500,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
5021,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
5L,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
5L : 3장,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
5XL,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
5XL 사이즈,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
6 대,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
629,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
64GB],굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
6in1   케이블 키트,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
6in1  케이블 키트,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=2
6in1 케이블 키트,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=3
704 출고,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
8핀 -,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
8핀)키트,굿즈명,,수기,0.50,보류,jaccard score=0.50 freq=1
A-6 골프공 키트,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
A-6 텀블러 키트,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
A18,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
A189,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
A24,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
A291,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
A35하드캐리어파우치(메탈그레이),굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=2
A36,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
A38,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
A4,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
A43,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
A47,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
A49,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
A8,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
A80,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
A82,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
A85,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
A90,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
A96,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
Advent굿즈박스키트,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
B,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
B&C(즐겨봐박스39,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
B106,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
B187,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
B19,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=2
B293,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
B37,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
B38,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
B4,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
B42,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
B43,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
B50,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
B7,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
B79,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
B81,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
B87,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
B88,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
BLANKUV칫솔살균기 + 스탠드-업칫솔,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=2
BLANKUV칫솔살균기1),굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=2
BLANKUV칫솔살균기220,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
Brandfit커스텀쇼핑백 M100,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
Brandfit커스텀쇼핑백 S100,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
"Brandfit커스텀쇼핑백500""",굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
C),굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
C-4 키트,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=2
C15,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
C18,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
C188,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
C293,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
C34,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
C38,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
C39,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
C4,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
C43,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
C5,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
C56,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
C81,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
C83,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
C89,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
C96,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
C98,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
Connection,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=2
Connection (캠핑폴딩박스)키트,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
Creativity,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=4
Creativity(브랜디드노트북백) 키트,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
C급으로 분류된,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
C타입 -,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
C타입)키트,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
DX본부(즐겨봐박스 3+PLAY짐색7),굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
ECO 페이퍼키트 -,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
Eco 페이퍼키트,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
Eco페이퍼 박스 키트 100개+여유수량,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
Eco페이퍼키트,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
Environment(캠핑쿨러)키트,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
Environment),굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
Growth,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=11
Growth 키트,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=2
Growth(테일러드박스)키트,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
Growth),굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
Growth키트,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=3
G형 키트,굿즈명,,수기,0.50,보류,jaccard score=0.50 freq=4
G형 키트 -,굿즈명,,수기,0.50,보류,jaccard score=0.50 freq=1
G형박스,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
G형박스 -,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
G형박스 키트 2XL 수량:,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
G형박스 키트 3XL 수량:,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
G형박스 키트 L 수량:,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
G형박스 키트 M 수량:,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
G형박스 키트 XL 수량:,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
G형박스띠지100,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
G형박스샘플1,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
G형박스스티커100,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
G형키트 + 굿이너프비치타월,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
G형키트 + 굿이너프비치타월 + 스티커,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
G형키트 재임가공,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
HighLight 슬라이드 지퍼백  키트,굿즈명,SLZB,유사,0.40,보류,jaccard score=0.40 freq=1
HighLight 슬라이드 지퍼백 키트,굿즈명,SLZB,유사,0.40,보류,jaccard score=0.40 freq=5
JETSTREAM,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=4
KIT,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
KeepSafe안전봉투키트,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
L,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=18
L -,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=4
L : 7장,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
L 사이즈,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=13
L(62),굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
L),굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=3
L20,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
LL,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=7
LL -,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=3
LL 사이즈,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
LL사이즈,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
LS샘플링 진행(Motion스탠다드박스(Tower)키트1,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
LUMENA,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=11
Large) 재임가공,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
Large) 키트,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=2
L사이즈,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=4
M,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=9
M -,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=3
M : 3장,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
M 사이즈,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=9
M(50),굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
M),굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=2
M10,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
M14,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
MM00072554,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
Motion 스탠다드박스 키트,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=3
Motion 스탠다드박스샘플,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
Motion스탠다드박스 샘플,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
Motion스탠다드박스(Small) 키트,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=4
Motion스탠다드박스(Small)키트,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
Motion스탠다드박스(Small)키트(시즌권카드없음),굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
Motion스탠다드박스(Towe)키트,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
Motion스탠다드박스(Tower),굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=8
Motion스탠다드박스(Tower) 충전기O,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
Motion스탠다드박스(Tower) 충전기X,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
Motion스탠다드박스(Tower) 키트,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=11
Motion스탠다드박스(Tower)키트,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=4
Motion스탠다드박스(Tower)키트(텀블러),굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
Motion스탠다드박스(WIde),굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
Motion스탠다드박스(WIde)키트,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
M사이즈,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=2
NoStress,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=7
OPP,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=7
OPP (40*170),굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
OPP100,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
OPP210,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
OPP300,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
OPP_000-1,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
Open 페이퍼키트,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
Open페이퍼박스(그레이 다이어리 ),굿즈명,SGNG,유사,0.40,보류,jaccard score=0.40 freq=1
Open페이퍼박스(블랙 다이어리 ),굿즈명,OPPR,유사,0.40,보류,jaccard score=0.40 freq=1
PLAY짐색12),굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
PLAY짐색14),굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=2
PLAY짐색16),굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
PLAY짐색18),굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
PLAY짐색27),굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
PLAY짐색49),굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
PLAY짐색64),굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
PLAY짐색73),굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
PLAY짐색79),굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
PNA12683-GS칼텍스 쇼핑백,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
PNA12683-GS칼텍스 키트,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
PNA15758-크레비스(웰컴키트),굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
PNA17216-위대한상상(요기요) 펠트파우치,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
PNA17692-CBRE코리아 B형 키트,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
PNA17692-CBRE코리아 C형 키트,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
PNA18603-기아 : Connection 키트,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
PNA18603-기아 : Creativity 키트,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
PNA18603-기아 : Environment 키트,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
PNA18603-기아 : Growth 키트,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
PNA18603-기아_외박스_Connection_Environment,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
PNA20202-신세계아이앤씨 추가 이동건,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
PNA20374-한경,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
PNA20880-(주)엠스톰 하이킹폴딩방석 -,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
PNA20880-(주)엠스톰 하이킹폴딩방석 입하건,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=2
PNA21013-교원그룹 사용건,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
PNA21508-경상남도탄소중립지원센터,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
PNA22794-두산아트센터,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
PNA22835-한화생명 - 리프레쉬고체치약 -,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
PNA23093-한국생명존중희망재단 눈마사지기 -,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
PNA23505-삼성디스플레이 양우산 케이스 나머지,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
PNA23711-기아(Growth키트) : 테일러드박스,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
PNA23807-기아,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
PNA23939_Solid커스텀G형박스(커스텀사이즈),굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=2
PNA23939_밸류메모큐브(S),굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=2
PNA23939_슈가케인펜,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
PNA23939_스탠드-업칫솔,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=3
PNA23939_어태치보조배터리,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=2
PNA23959-스마트스터디벤처스건으로 입고된 그립잇+배경지+OPP,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
PNA24255-SMC&C,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
PNA24893-LVMH,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
PNA25084-쌤소나이트코리아,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
PNA26006_액티브스포츠타월,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=2
PNA26124-이천문화재단건으로 입하된 클래시오일 향당 202개씩 총,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
PNA26339-(주)피닉스다트 추가요청분,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
PNA26672-코드잇건으로 잘못 입하된 매트블랙텀블러,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
PNA26737-메가존클라우드건,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
PNA27010-스페이스보헤미안건 c,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
PNA27136-앤샵(PXG) 교정지 샘플,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
PNA27331-삼양식품 추가분,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
PNA27413-포천시자살예방센터건으로 입하된 피규어 전량,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
PNA27421-(주)싸이웰시스템건으로 입하된 쿨러백 오염불량,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
PNA27472-유니원커뮤니케이션즈(삼성기술전),굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
PNA27566-현대케피코건으로 입하된 미니멀스텐머그,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
PNA27664-이케아코리아,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
PNA27670-헤이딜러,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
PNA27684-삼성전자건으로 불량발생한 미니멀스텐머그,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
PNA27730-aT센터건으로 입하된 무지스펙트럼펜,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
PNA27922-구도마켓 충전기,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
PNA27924-삼양식품건으로 입하된 브링유어컵 전량,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
