표준키,키유형,TMS_견적코드,매칭방식,매칭신뢰도,검증상태,근거
슬림 터보선풍기 (화이트),굿즈명,FANC,정확,1.00,확정,jaccard_norm score=1.00 freq=1
슬림터보 선풍기,굿즈명,FANC,정확,1.00,확정,jaccard score=1.00 freq=1
시그니처 다이어리,굿즈명,SGND,정확,1.00,확정,name2code score=1.00 freq=6
시그니처 다이어리 밴드,굿즈명,SGND,유사,0.67,미검증,jaccard score=0.67 freq=1
시그니처 다이어리1),굿즈명,SGND,정확,1.00,확정,jaccard score=1.00 freq=1
시그니처다이어리,굿즈명,SGND,정확,1.00,확정,jaccard score=1.00 freq=21
시그니처다이어리(그레이),굿즈명,SGNG,정확,1.00,확정,jaccard score=1.00 freq=24
시그니처다이어리(미각인),굿즈명,SGND,정확,1.00,확정,jaccard_norm score=1.00 freq=1
시그니처다이어리(블랙),굿즈명,ALBP,유사,0.50,미검증,jaccard score=0.50 freq=40
시그니처다이어리(블랙)20,굿즈명,ALBP,유사,0.50,미검증,jaccard score=0.50 freq=1
시그니처다이어리(커스텀),굿즈명,SGND,정확,1.00,확정,jaccard_norm score=1.00 freq=4
시그니처다이어리(표준),굿즈명,SGND,정확,1.00,확정,jaccard_norm score=1.00 freq=33
실크(MiiR 텀블러),굿즈명,MIRT,유사,0.50,미검증,jaccard score=0.50 freq=1
실크(Two-way 에코 쇼핑백),굿즈명,TWOX,유사,0.75,미검증,jaccard score=0.75 freq=1
심볼 NFC 키링,굿즈명,NFCA,정확,1.00,확정,name2code score=1.00 freq=4
심볼 아크릴 트로피,굿즈명,ACTP,정확,1.00,확정,name2code score=1.00 freq=4
심볼아크릴트로피,굿즈명,ACTP,정확,1.00,확정,jaccard score=1.00 freq=24
썸네일캘린더,굿즈명,TNCL,정확,1.00,확정,jaccard score=1.00 freq=25
씨드키트,굿즈명,SEED,유사,0.50,미검증,jaccard score=0.50 freq=2
씨드키트1,굿즈명,SEED,유사,0.50,미검증,jaccard score=0.50 freq=2
씨드키트1),굿즈명,SEED,유사,0.50,미검증,jaccard score=0.50 freq=2
아너월넛트로피,굿즈명,HNWT,정확,1.00,확정,jaccard score=1.00 freq=2
아이덴티티 스티커팩,굿즈명,IDTT,정확,1.00,확정,name2code score=1.00 freq=6
아이덴티티스티커팩,굿즈명,IDTT,정확,1.00,확정,jaccard score=1.00 freq=3
아이콘 케이블홀더 세트,굿즈명,MGNC,정확,1.00,확정,name2code score=1.00 freq=11
아이콘 콜드컵,굿즈명,ICCC,정확,1.00,확정,name2code score=1.00 freq=1
아이콘 펜,굿즈명,IIKP,정확,1.00,확정,name2code score=1.00 freq=8
아이콘콜드컵,굿즈명,ICCC,정확,1.00,확정,jaccard score=1.00 freq=11
아이콘펜,굿즈명,IIKP,정확,1.00,확정,jaccard score=1.00 freq=85
아이콘펜 -,굿즈명,IIKP,정확,1.00,확정,jaccard score=1.00 freq=1
아이콘펜 바디150,굿즈명,IIKP,유사,0.50,미검증,jaccard score=0.50 freq=1
아이콘펜(바디_화이트),굿즈명,IIKP,유사,0.50,미검증,jaccard score=0.50 freq=1
아이콘펜(유광파우치 미포장),굿즈명,IIKP,정확,1.00,확정,jaccard_norm score=1.00 freq=1
아이콘펜(유광파우치 포장),굿즈명,IIKP,정확,1.00,확정,jaccard_norm score=1.00 freq=1
아이콘펜1),굿즈명,IIKP,정확,1.00,확정,jaccard score=1.00 freq=1
아이콘펜2,굿즈명,IIKP,정확,1.00,확정,jaccard score=1.00 freq=1
아이콘펜2),굿즈명,IIKP,정확,1.00,확정,jaccard score=1.00 freq=1
아이콘펜3),굿즈명,IIKP,정확,1.00,확정,jaccard score=1.00 freq=1
아임낫어페이퍼컵,굿즈명,ICUP,정확,1.00,확정,jaccard score=1.00 freq=3
아임히어 리플렉터 키링,굿즈명,IMHE,정확,1.00,확정,name2code score=1.00 freq=4
아임히어리플렉터키링,굿즈명,IMHE,정확,1.00,확정,jaccard score=1.00 freq=9
아쿠아 스노클링 마스크,굿즈명,ISKM,정확,1.00,확정,jaccard score=1.00 freq=1
아쿠아스노클링마스크,굿즈명,ISKM,정확,1.00,확정,jaccard score=1.00 freq=3
아크릴 트로피,굿즈명,ACTP,유사,0.67,미검증,jaccard score=0.67 freq=1
아트워크 레더 다이어리,굿즈명,ATWK,정확,1.00,확정,name2code score=1.00 freq=6
아트워크 타월,굿즈명,AWTW,정확,1.00,확정,name2code score=1.00 freq=3
아트워크 타월 세트(2입),굿즈명,AWTW,유사,0.67,미검증,jaccard score=0.67 freq=1 ambiguous-name:AWTW|SOLE
아트워크 타월 키트,굿즈명,AWTW,유사,0.67,미검증,jaccard score=0.67 freq=1 ambiguous-name:AWTW|SOLE
아트워크레더다이어리,굿즈명,ATWK,정확,1.00,확정,jaccard score=1.00 freq=50
애드온 뱃지,굿즈명,AOBG,정확,1.00,확정,name2code score=1.00 freq=23
애드온뱃지,굿즈명,AOBG,정확,1.00,확정,jaccard score=1.00 freq=54
애드온뱃지 (파우치 X),굿즈명,AOBG,유사,0.50,미검증,jaccard score=0.50 freq=1
애드온뱃지 (파우치X),굿즈명,AOBG,유사,0.50,미검증,jaccard score=0.50 freq=1
애드온뱃지 _가챠용 뱃지,굿즈명,AOBG,정확,1.00,확정,jaccard_norm score=1.00 freq=8
애드온뱃지+,굿즈명,AOBG,정확,1.00,확정,jaccard score=1.00 freq=1
애드온뱃지1,굿즈명,AOBG,정확,1.00,확정,jaccard score=1.00 freq=2
애드온뱃지2),굿즈명,AOBG,정확,1.00,확정,jaccard score=1.00 freq=1
애드온뱃지3,굿즈명,AOBG,정확,1.00,확정,jaccard score=1.00 freq=2
애드온뱃지3),굿즈명,AOBG,정확,1.00,확정,jaccard score=1.00 freq=1
애드온뱃지300,굿즈명,AOBG,정확,1.00,확정,jaccard score=1.00 freq=1
애드온뱃지4,굿즈명,AOBG,정확,1.00,확정,jaccard score=1.00 freq=1
액티브 스포츠 타월,굿즈명,SPTS,정확,1.00,확정,jaccard score=1.00 freq=10
액티브 스포츠타월,굿즈명,SPTS,정확,1.00,확정,name2code score=1.00 freq=1
액티브스포츠타월,굿즈명,SPTS,정확,1.00,확정,jaccard score=1.00 freq=158
액티브스포츠타월 (1),굿즈명,SPTS,정확,1.00,확정,jaccard_norm score=1.00 freq=2
액티브스포츠타월 (2),굿즈명,SPTS,정확,1.00,확정,jaccard_norm score=1.00 freq=5
양우산1,굿즈명,ALUM,유사,0.50,미검증,jaccard score=0.50 freq=1
양우산1),굿즈명,ALUM,유사,0.50,미검증,jaccard score=0.50 freq=3
어드벤스 3단 자동우산,굿즈명,ATAU,정확,1.00,확정,name2code score=1.00 freq=6
어드벤스3단자동우산,굿즈명,ATAU,정확,1.00,확정,jaccard score=1.00 freq=23
어반 스텐 런치박스,굿즈명,USLB,정확,1.00,확정,name2code score=1.00 freq=2
어썸그립,굿즈명,AXGR,정확,1.00,확정,name2code score=1.00 freq=42
어썸그립 (326개입),굿즈명,AXGR,정확,1.00,확정,name2code score=1.00 freq=1
어웨이블루투스스피커,굿즈명,AWAY,정확,1.00,확정,jaccard score=1.00 freq=1
어태치 보조배터리,굿즈명,ATCB,정확,1.00,확정,jaccard score=1.00 freq=1
어태치보조배터리,굿즈명,ATCB,정확,1.00,확정,name2code score=1.00 freq=138
어태치보조배터리(8PIN타입),굿즈명,ATCB,정확,1.00,확정,name2code score=1.00 freq=1
어태치보조배터리(8pin),굿즈명,ATCB,정확,1.00,확정,name2code score=1.00 freq=2
어태치보조배터리(8핀),굿즈명,ATCB,정확,1.00,확정,name2code score=1.00 freq=2
어태치보조배터리(Ctype),굿즈명,ATCB,정확,1.00,확정,name2code score=1.00 freq=2
어태치보조배터리(C타입),굿즈명,ATCB,정확,1.00,확정,name2code score=1.00 freq=2
어태치보조배터리(c타입),굿즈명,ATCB,정확,1.00,확정,name2code score=1.00 freq=1
어텐션 스포츠 보틀,굿즈명,ATSB,정확,1.00,확정,name2code score=1.00 freq=4
어텐션스포츠보틀,굿즈명,ATSB,정확,1.00,미검증,jaccard score=1.00 freq=54 ambiguous-name:ATSB|ATSS
어텐션스포츠보틀1,굿즈명,ATSB,정확,1.00,미검증,jaccard score=1.00 freq=1 ambiguous-name:ATSB|ATSS
에너제틱목마사지기,굿즈명,ENGT,정확,1.00,확정,jaccard score=1.00 freq=12
에디션 골프공,굿즈명,EDGB,정확,1.00,확정,jaccard score=1.00 freq=1
에디션 골프공 6구,굿즈명,EDGB,정확,1.00,확정,jaccard score=1.00 freq=3
에디션 골프공 6구(틴케이스),굿즈명,EDGB,유사,0.67,미검증,jaccard score=0.67 freq=2
에디션골프공6구,굿즈명,EDGB,정확,1.00,확정,jaccard score=1.00 freq=34
에디트 캘린더,굿즈명,EDCD,정확,1.00,확정,name2code score=1.00 freq=2
에디트 캘린더 샘플,굿즈명,EDCD,유사,0.67,미검증,jaccard score=0.67 freq=1
에디트캘린더,굿즈명,EDCD,정확,1.00,확정,jaccard score=1.00 freq=45
에브리 폴더블 멀티충전기,굿즈명,CHTW,정확,1.00,확정,name2code score=1.00 freq=7
에센셜 와인오프너 단품박스,굿즈명,ESWO,유사,0.50,미검증,jaccard score=0.50 freq=1
에센셜 와인오프너 세트,굿즈명,ESWO,정확,1.00,확정,name2code score=1.00 freq=11
에센셜 와인오프너 스티카,굿즈명,ESWO,유사,0.50,미검증,jaccard score=0.50 freq=1
에센셜 장우산,굿즈명,GENH,정확,1.00,확정,name2code score=1.00 freq=7
에센셜와인오프너세트,굿즈명,ESWO,정확,1.00,확정,jaccard score=1.00 freq=30
에센셜와인오프너세트 (웰컴페이퍼1),굿즈명,ESWO,정확,1.00,확정,jaccard_norm score=1.00 freq=1
에센셜와인오프너세트(웰컴페이퍼2),굿즈명,ESWO,정확,1.00,확정,jaccard_norm score=1.00 freq=1
에센셜장우산,굿즈명,GENH,유사,0.50,미검증,jaccard score=0.50 freq=2
에센셜장우산(실버),굿즈명,GENH,정확,1.00,확정,jaccard score=1.00 freq=14
에센셜장우산(풀컬러),굿즈명,GENC,정확,1.00,확정,jaccard score=1.00 freq=3
에코백 1개),굿즈명,GPEB,유사,0.50,미검증,jaccard score=0.50 freq=1
에코백1,굿즈명,GPEB,유사,0.50,미검증,jaccard score=0.50 freq=1
에코백1),굿즈명,GPEB,유사,0.50,미검증,jaccard score=0.50 freq=3
에코백100,굿즈명,GPEB,유사,0.50,미검증,jaccard score=0.50 freq=1
에코백3,굿즈명,GPEB,유사,0.50,미검증,jaccard score=0.50 freq=1
에코백3),굿즈명,GPEB,유사,0.50,미검증,jaccard score=0.50 freq=1
에코컵(커스텀박스),굿즈명,MKEC,유사,0.50,미검증,jaccard_norm score=0.50 freq=1
에폭시스티커(리마커블 칫솔살균기),굿즈명,RMKB,유사,0.50,미검증,jaccard score=0.50 freq=14
에폭시스티커(리마커블 칫솔살균기) (1),굿즈명,RMKB,유사,0.50,미검증,jaccard score=0.50 freq=1
에폭시스티커(리마커블 칫솔살균기) (2),굿즈명,RMKB,유사,0.50,미검증,jaccard score=0.50 freq=1
에폭시스티커(리마커블UV칫솔살균기),굿즈명,RMKB,유사,0.75,미검증,jaccard score=0.75 freq=12
에폭시스티커(리마커블UV칫솔살균기) 3종,굿즈명,RMKB,유사,0.75,미검증,jaccard score=0.75 freq=1
여권케이스1,굿즈명,VCIT,유사,0.50,미검증,jaccard score=0.50 freq=3
여권케이스2,굿즈명,VCIT,유사,0.50,미검증,jaccard score=0.50 freq=1
여권케이스2),굿즈명,VCIT,유사,0.50,미검증,jaccard score=0.50 freq=1
여권케이스3,굿즈명,VCIT,유사,0.50,미검증,jaccard score=0.50 freq=1
여권케이스3),굿즈명,VCIT,유사,0.50,미검증,jaccard score=0.50 freq=1
여권케이스34,굿즈명,VCIT,유사,0.50,미검증,jaccard score=0.50 freq=1
여분) 메시지캐리어파우치,굿즈명,MSGC,유사,0.50,미검증,jaccard score=0.50 freq=1
여유분 블랙,굿즈명,ALBP,유사,0.50,미검증,jaccard score=0.50 freq=2
여유수량(Solid스탠다드G형박스(L사이즈)1,굿즈명,SOLD,유사,0.50,미검증,jaccard score=0.50 freq=1 ambiguous-name:SCGB|SOLD
오디너리후드집업(블랙) 2XL(15),굿즈명,ALBP,유사,0.50,미검증,jaccard score=0.50 freq=1
오디너리후드집업(블랙) L(24),굿즈명,ALBP,유사,0.50,미검증,jaccard score=0.50 freq=1
오디너리후드집업(블랙) XL(25),굿즈명,ALBP,유사,0.50,미검증,jaccard score=0.50 freq=1
오아시스 미니 마사지건,굿즈명,OMMG,정확,1.00,확정,name2code score=1.00 freq=9
오아시스미니마사지건,굿즈명,OMMG,정확,1.00,확정,jaccard score=1.00 freq=6
오토매틱와인오프너,굿즈명,ATWO,정확,1.00,확정,jaccard score=1.00 freq=34
오토매틱와인오프너(stock),굿즈명,ATWO,정확,1.00,확정,jaccard_norm score=1.00 freq=18
오프너4),굿즈명,MOPN,유사,0.50,미검증,jaccard score=0.50 freq=1
오픈박스(블랙),굿즈명,ALBP,유사,0.50,미검증,jaccard score=0.50 freq=1
오픈스트로우 세트,굿즈명,OSTR,정확,1.00,확정,jaccard score=1.00 freq=1
오픈스트로우세트,굿즈명,OSTR,정확,1.00,확정,jaccard score=1.00 freq=9
오피스 마우스패드,굿즈명,OFMW,유사,0.67,미검증,jaccard score=0.67 freq=4
오피스 마우스패드 1),굿즈명,OFMW,유사,0.67,미검증,jaccard score=0.67 freq=1
오피스마우스패드 (스탠다드),굿즈명,OFMS,정확,1.00,확정,jaccard score=1.00 freq=1
오피스마우스패드(스탠다드),굿즈명,OFMS,정확,1.00,확정,jaccard score=1.00 freq=21
올데이 텀블러,굿즈명,ADYT,정확,1.00,확정,name2code score=1.00 freq=2
올데이 텀블러1,굿즈명,ADYT,정확,1.00,확정,jaccard score=1.00 freq=1
올데이 텀블러1),굿즈명,ADYT,정확,1.00,확정,jaccard score=1.00 freq=1
올데이텀블러,굿즈명,ADYT,정확,1.00,확정,jaccard score=1.00 freq=58
올데이텀블러 (기성패키지),굿즈명,ADYT,정확,1.00,확정,jaccard_norm score=1.00 freq=1
올데이핸즈프리선풍기,굿즈명,AHFF,정확,1.00,확정,name2code score=1.00 freq=2
올블랙펜,굿즈명,ALBP,정확,1.00,확정,jaccard score=1.00 freq=93
올웨이즈 양우산,굿즈명,ALUM,정확,1.00,확정,name2code score=1.00 freq=11
올웨이즈 양우산1),굿즈명,ALUM,정확,1.00,확정,jaccard score=1.00 freq=1
올웨이즈 양우산2,굿즈명,ALUM,정확,1.00,확정,jaccard score=1.00 freq=1
올웨이즈양우산,굿즈명,ALUM,정확,1.00,확정,jaccard score=1.00 freq=133
올웨이즈양우산 (스티커 부착 O),굿즈명,ALUM,정확,1.00,확정,jaccard_norm score=1.00 freq=1
올웨이즈양우산 (스티커 부착 X),굿즈명,ALUM,정확,1.00,확정,jaccard_norm score=1.00 freq=1
올웨이즈양우산(stock),굿즈명,ALUM,정확,1.00,확정,jaccard_norm score=1.00 freq=12
올웨이즈양우산(스티커 x),굿즈명,ALUM,정확,1.00,확정,jaccard_norm score=1.00 freq=1
올웨이즈양우산(스티커 부착),굿즈명,ALUM,정확,1.00,확정,jaccard_norm score=1.00 freq=1
올웨이즈양우산+Passion더스트백(블랙M),굿즈명,DBAG,유사,0.75,미검증,jaccard score=0.75 freq=1
와이드 클립펜,굿즈명,WIDC,정확,1.00,확정,jaccard score=1.00 freq=1
와이드클립 펜,굿즈명,WIDC,정확,1.00,확정,name2code score=1.00 freq=7
와이드클립 펜2,굿즈명,WIDC,정확,1.00,확정,jaccard score=1.00 freq=1
와이드클립 펜300,굿즈명,WIDC,정확,1.00,확정,jaccard score=1.00 freq=1
와이드클립펜,굿즈명,WIDC,정확,1.00,확정,jaccard score=1.00 freq=94
와이드클립펜 (박스에 삽입),굿즈명,WIDC,정확,1.00,확정,jaccard_norm score=1.00 freq=1
와이드클립펜_재제작100,굿즈명,WIDC,정확,1.00,확정,jaccard_norm score=1.00 freq=1
우드사인(스타트 씨드키트),굿즈명,SEED,유사,0.67,미검증,jaccard score=0.67 freq=2
워터보틀,굿즈명,MIST,유사,0.50,미검증,jaccard score=0.50 freq=1
워터보틀),굿즈명,MIST,유사,0.50,미검증,jaccard score=0.50 freq=1
월드오브피규어Set,굿즈명,WOFS,정확,1.00,확정,jaccard score=1.00 freq=113
월드오브피규어Set (남자),굿즈명,WOFS,정확,1.00,확정,jaccard_norm score=1.00 freq=1
월드오브피규어Set (여자),굿즈명,WOFS,정확,1.00,확정,jaccard_norm score=1.00 freq=1
월드오브피규어Set (웰컴페이퍼X),굿즈명,WOFS,정확,1.00,확정,jaccard_norm score=1.00 freq=1
월드오브피규어Set(일시품절),굿즈명,WOFS,정확,1.00,확정,jaccard_norm score=1.00 freq=1
월드오브피규어set,굿즈명,WOFS,정확,1.00,확정,jaccard score=1.00 freq=4
월드와이드 멀티어댑터,굿즈명,WWMA,정확,1.00,확정,name2code score=1.00 freq=7
월드와이드멀티어댑터,굿즈명,WWMA,정확,1.00,확정,jaccard score=1.00 freq=57
월드와이드멀티어댑터(블랙),굿즈명,ALBP,유사,0.50,미검증,jaccard score=0.50 freq=1
웜업 스트링 후드집업,굿즈명,WZIP,정확,1.00,확정,name2code score=1.00 freq=1
웜업 스트링 후드집업  2XL : 20장,굿즈명,WZIP,정확,1.00,확정,jaccard score=1.00 freq=1
웜업 스트링 후드집업  3XL : 10장,굿즈명,WZIP,정확,1.00,확정,jaccard score=1.00 freq=1
웜업 스트링 후드집업  L,굿즈명,WZIP,정확,1.00,확정,jaccard score=1.00 freq=1
웜업 스트링 후드집업 2XL,굿즈명,WZIP,정확,1.00,확정,jaccard score=1.00 freq=1
웜업 스트링 후드집업 3XL,굿즈명,WZIP,정확,1.00,확정,jaccard score=1.00 freq=1
웜업 스트링 후드집업 4XL,굿즈명,WZIP,정확,1.00,확정,jaccard score=1.00 freq=1
웜업 스트링 후드집업 4XL : 7장,굿즈명,WZIP,정확,1.00,확정,jaccard score=1.00 freq=1
웜업 스트링 후드집업 M : 3장,굿즈명,WZIP,정확,1.00,확정,jaccard score=1.00 freq=1
웜업 스트링 후드집업 XL,굿즈명,WZIP,정확,1.00,확정,jaccard score=1.00 freq=1
웜업스트링후드집업,굿즈명,WZIP,정확,1.00,확정,jaccard score=1.00 freq=31
웜업스트링후드집업 (M),굿즈명,WZIP,정확,1.00,확정,jaccard_norm score=1.00 freq=1
웜업스트링후드집업(L),굿즈명,WZIP,정확,1.00,확정,jaccard_norm score=1.00 freq=1
웹캠 커버,굿즈명,WCV,정확,1.00,확정,name2code score=1.00 freq=1
웹캠커버,굿즈명,WCV,정확,1.00,확정,jaccard score=1.00 freq=14
위시오브제캔들,굿즈명,OJCD,정확,1.00,확정,jaccard score=1.00 freq=8
위시오브제캔들(컬러),굿즈명,OJCD,정확,1.00,확정,jaccard_norm score=1.00 freq=1
유니크 디퓨저,굿즈명,UNDF,정확,1.00,확정,name2code score=1.00 freq=2
유니크디퓨저,굿즈명,UNDF,정확,1.00,확정,jaccard score=1.00 freq=58
유니크디퓨저(재임가공),굿즈명,UNDF,정확,1.00,확정,jaccard_norm score=1.00 freq=1
인마이백 피크닉매트,굿즈명,KRDJ,정확,1.00,확정,name2code score=1.00 freq=6
인쇄(매트블랙 텀블러_레이저,굿즈명,MTTB,유사,0.67,미검증,jaccard_norm score=0.67 freq=6
인쇄된 아이콘펜,굿즈명,IIKP,유사,0.50,미검증,jaccard score=0.50 freq=1
인스타 피규어 (남자),굿즈명,CPLG,정확,1.00,확정,name2code score=1.00 freq=1
인스타 피규어 (여자),굿즈명,CPLG,정확,1.00,확정,name2code score=1.00 freq=1
인스타가드닝키트,굿즈명,ISGK,정확,1.00,확정,jaccard score=1.00 freq=5
인스타가드닝키트 (괴마옥 O),굿즈명,ISGK,정확,1.00,확정,jaccard_norm score=1.00 freq=1
인스타가드닝키트 (괴마옥 X),굿즈명,ISGK,정확,1.00,확정,jaccard_norm score=1.00 freq=1
인스타가드닝키트 (식물제외),굿즈명,ISGK,정확,1.00,확정,jaccard_norm score=1.00 freq=1
인스타가드닝키트(용신목),굿즈명,ISGK,정확,1.00,확정,jaccard_norm score=1.00 freq=1
인스타피규어,굿즈명,CPLG,정확,1.00,확정,jaccard score=1.00 freq=100
인스타피규어(갈생머리),굿즈명,CPLG,정확,1.00,확정,jaccard_norm score=1.00 freq=1
인스타피규어(검정머리),굿즈명,CPLG,정확,1.00,확정,jaccard_norm score=1.00 freq=1
인스타피규어(나머지 부품),굿즈명,CPLG,정확,1.00,확정,jaccard_norm score=1.00 freq=3
인스타피규어(얼굴+모자(남자헤어),굿즈명,CPLG,정확,1.00,확정,jaccard_norm score=1.00 freq=1
인스타피규어(얼굴+모자(오렌지),굿즈명,CPLG,정확,1.00,확정,jaccard_norm score=1.00 freq=2
인스타피규어(키링),굿즈명,CPLK,정확,1.00,확정,jaccard score=1.00 freq=108
인스타피규어_키링,굿즈명,CPLG,정확,1.00,확정,jaccard_norm score=1.00 freq=10
인앤아웃캠핑폴딩박스,굿즈명,IAOU,정확,1.00,확정,jaccard score=1.00 freq=8
인앤아웃캠핑폴딩박스 (기존),굿즈명,IAOU,정확,1.00,확정,jaccard_norm score=1.00 freq=1
인앤아웃캠핑폴딩박스 (블랙),굿즈명,ALBP,유사,0.50,미검증,jaccard score=0.50 freq=1
인앤아웃캠핑폴딩박스 (화이트),굿즈명,IAOU,정확,1.00,확정,jaccard_norm score=1.00 freq=1
인앤아웃캠핑폴딩박스+펠트백,굿즈명,FTBG,유사,0.50,미검증,jaccard score=0.50 freq=2
일러스트손수건,굿즈명,ILHC,정확,1.00,확정,jaccard score=1.00 freq=6
임팩트 슬로건타월,굿즈명,IPST,정확,1.00,확정,name2code score=1.00 freq=12
임팩트 슬로건타월(단품),굿즈명,IPST,정확,1.00,확정,name2code score=1.00 freq=1
임팩트 슬로건타월(벌크),굿즈명,IPST,정확,1.00,확정,name2code score=1.00 freq=1
임팩트슬로건타월,굿즈명,IPST,정확,1.00,확정,jaccard score=1.00 freq=38
자동우산,굿즈명,ATAU,유사,0.50,미검증,jaccard score=0.50 freq=1
잔여분(HighLight슬라이드지퍼백1),굿즈명,HLST,유사,0.67,미검증,jaccard score=0.67 freq=1 ambiguous-name:HLST|HLSZ
잔여분(Passion더스트백(반투명M)1,굿즈명,DBAM,유사,0.75,미검증,jaccard score=0.75 freq=1
잔여분(Passion더스트백1,굿즈명,DBAM,유사,0.50,미검증,jaccard score=0.50 freq=1
잔여분(그립잇2,굿즈명,GRIT,유사,0.50,미검증,jaccard score=0.50 freq=1
잔여분(그립잇2),굿즈명,GRIT,유사,0.50,미검증,jaccard score=0.50 freq=1
잔여분(내추럴 노트2),굿즈명,NTRN,유사,0.67,미검증,jaccard score=0.67 freq=1
잔여분(노트북스탠드패드1,굿즈명,NSTP,유사,0.50,미검증,jaccard score=0.50 freq=1
잔여분(데스크테리어 매트1,굿즈명,DSKS,유사,0.50,미검증,jaccard score=0.50 freq=1
잔여분(디자이너 노트10,굿즈명,DSGN,유사,0.67,미검증,jaccard score=0.67 freq=1
잔여분(라이트 샤오미펜3,굿즈명,LXMP,유사,0.67,미검증,jaccard score=0.67 freq=1
잔여분(레더스킨 다이어리1,굿즈명,LSKF,유사,0.50,미검증,jaccard score=0.50 freq=1
잔여분(리마커블 칫솔살균기2,굿즈명,RMKB,유사,0.50,미검증,jaccard score=0.50 freq=1
잔여분(메시지캐리어파우치1,굿즈명,MSGC,유사,0.50,미검증,jaccard score=0.50 freq=1
잔여분(메시지캐리어파우치1),굿즈명,MSGC,유사,0.50,미검증,jaccard score=0.50 freq=2
잔여분(메시지캐리어파우치2),굿즈명,MSGC,유사,0.50,미검증,jaccard score=0.50 freq=5
잔여분(미니멀스텐머그2,굿즈명,MSTM,유사,0.50,미검증,jaccard score=0.50 freq=2
잔여분(미니멀스텐머그2),굿즈명,MSTM,유사,0.50,미검증,jaccard score=0.50 freq=1
잔여분(미니어처NFC키링,굿즈명,MNFC,유사,0.75,미검증,jaccard score=0.75 freq=1
잔여분(미니어처NFC키링2,굿즈명,MNFC,유사,0.75,미검증,jaccard score=0.75 freq=1
잔여분(미르(MiiR) 텀블러1,굿즈명,MIRT,유사,0.75,미검증,jaccard score=0.75 freq=1
잔여분(미르(MiiR)텀블러1,굿즈명,MIRT,유사,0.75,미검증,jaccard score=0.75 freq=4
잔여분(밸류메모큐브(M)2),굿즈명,VMCM,유사,0.50,미검증,jaccard score=0.50 freq=1
잔여분(밸류메모큐브2,굿즈명,VMCM,유사,0.50,미검증,jaccard score=0.50 freq=1
잔여분(버티컬 무선충전패드,굿즈명,VWPD,유사,0.67,미검증,jaccard score=0.67 freq=1
잔여분(브랜드-잇1,굿즈명,BRDT,유사,0.50,미검증,jaccard score=0.50 freq=2
잔여분(브랜드-잇2,굿즈명,BRDT,유사,0.50,미검증,jaccard score=0.50 freq=2
잔여분(브랜드-잇3),굿즈명,BRDT,유사,0.50,미검증,jaccard score=0.50 freq=1
잔여분(브랜디드 피규어 키링1,굿즈명,BRPK,유사,0.75,미검증,jaccard score=0.75 freq=1
잔여분(브랜디드 피규어 키링2,굿즈명,BRPK,유사,0.75,미검증,jaccard score=0.75 freq=1
잔여분(브랜디드 피규어2,굿즈명,BRPR,유사,0.67,미검증,jaccard score=0.67 freq=1
잔여분(브랜디드피규어키링2,굿즈명,BRPK,유사,0.50,미검증,jaccard score=0.50 freq=2
잔여분(브랜디드피규어키링3,굿즈명,BRPK,유사,0.50,미검증,jaccard score=0.50 freq=1
잔여분(스타일 수면안대2,굿즈명,STSM,유사,0.67,미검증,jaccard score=0.67 freq=1
잔여분(스테이 텀블러1,굿즈명,TMBS,유사,0.67,미검증,jaccard score=0.67 freq=2
잔여분(시그니처 다이어리1,굿즈명,SGND,유사,0.67,미검증,jaccard score=0.67 freq=1
잔여분(아이콘펜1,굿즈명,IIKP,유사,0.50,미검증,jaccard score=0.50 freq=1
잔여분(아이콘펜1),굿즈명,IIKP,유사,0.50,미검증,jaccard score=0.50 freq=1
잔여분(애드온뱃지1,굿즈명,AOBG,유사,0.50,미검증,jaccard score=0.50 freq=1
잔여분(애드온뱃지5,굿즈명,AOBG,유사,0.50,미검증,jaccard score=0.50 freq=1
잔여분(애드온뱃지7,굿즈명,AOBG,유사,0.50,미검증,jaccard score=0.50 freq=1
잔여분(어텐션스포츠보틀1,굿즈명,ATSB,유사,0.50,미검증,jaccard score=0.50 freq=1 ambiguous-name:ATSB|ATSS
잔여분(어텐션스포츠보틀2),굿즈명,ATSB,유사,0.50,미검증,jaccard score=0.50 freq=1 ambiguous-name:ATSB|ATSS
잔여분(컴포트 스텐머그1,굿즈명,UMUG,유사,0.67,미검증,jaccard score=0.67 freq=1
잔여분(컴포트 스텐머그2,굿즈명,UMUG,유사,0.67,미검증,jaccard score=0.67 freq=1
잔여분(페이퍼샤쉐1),굿즈명,PSCH,유사,0.50,미검증,jaccard score=0.50 freq=2
잔여분(페이퍼샤쉐2,굿즈명,PSCH,유사,0.50,미검증,jaccard score=0.50 freq=1
잔여분(포시즌 티셔츠L,굿즈명,FTSH,유사,0.67,미검증,jaccard score=0.67 freq=1
잔여분(풀커버 스프링노트4,굿즈명,FCSP,유사,0.67,미검증,jaccard score=0.67 freq=1
잔여분(프라우드 메모패드1,굿즈명,PMPC,유사,0.67,미검증,jaccard score=0.67 freq=1 ambiguous-name:PMPB|PMPC
잔여분(플레인USB1,굿즈명,PUSB,유사,0.67,미검증,jaccard score=0.67 freq=1
잔여분(헬로 카드형 USB 1),굿즈명,HUSB,유사,0.75,미검증,jaccard score=0.75 freq=1
